Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality,Origin,Destination
B6322,Eagle,Asia,Coastal,Windy,Breeding,-77.25178831,152.5510095,24.88339631,8.444101704,1541.89,56.8,52.22,6297,295,-2.6,59.9,37,1039.9,10.8,No,41,-63.5,Nov,Apr,1,8,GPS,Yes,183,High,Excellent,No,,Researcher_A,13.5,Successful,Yes,94,31,Low,"-77.25178830727337, 152.5510095421604","24.88339630516145, 8.444101704462867"
B6323,Warbler,Asia,Mountain,Stormy,Feeding,-51.52598845,114.0987324,-17.14680784,-143.3756512,2366.07,47.1,55.55,1406,209,-9.3,25.1,68,975.1,1.9,No,71,-66.1,May,Apr,14,4,GPS,Yes,464,Medium,Excellent,No,Injury,Researcher_B,7.1,Successful,Yes,11,82,Moderate,"-51.52598845005237, 114.09873244619422","-17.146807842511222, -143.37565118246445"
B6324,Warbler,Australia,Coastal,Clear,Avoid Predators,23.02797834,-111.0100096,-69.90164261,133.1015421,3039.49,52,50.63,7271,863,-3.6,10.3,17,988.3,8.3,No,95,-85,Oct,Nov,7,0,Satellite,No,264,High,Fair,Yes,Predator,Researcher_A,21.6,Failed,Yes,53,7,Moderate,"23.027978343111187, -111.01000956653472","-69.90164261478196, 133.1015421430953"
B6325,Warbler,North America,Mountain,Clear,Avoid Predators,-84.91015191,-132.3579556,45.31745472,126.0591438,1778.81,58.3,47.41,5128,491,15.3,58.7,46,973.8,10.1,Yes,16,-51.7,Mar,Nov,3,9,Satellite,No,97,High,Poor,No,Lost Signal,Researcher_A,26.1,Successful,No,17,27,Moderate,"-84.91015190617966, -132.35795557453542","45.31745472376852, 126.05914381580244"
B6326,Eagle,Europe,Coastal,Stormy,Feeding,16.60478677,130.0500864,-32.94497294,-123.8046931,3153.83,32.4,58.08,7712,890,31,17.1,14,1015.3,8.7,Yes,34,-76.9,Apr,Oct,3,7,Radio,No,338,High,Fair,No,Injury,Researcher_B,27.4,Successful,No,85,73,Low,"16.604786770083166, 130.05008640033418","-32.94497294414656, -123.80469305916438"
B6327,Warbler,Africa,Grassland,Rainy,Feeding,82.23307582,12.99608013,19.13506457,70.1596926,3761.91,67.7,57.49,2063,469,-9,15.7,38,1045.3,10.2,Yes,79,-83.3,Sep,Jun,12,9,Satellite,Yes,162,High,Excellent,Yes,Predator,Researcher_A,16,Failed,No,76,48,Moderate,"82.23307581911479, 12.99608013031886","19.135064571115837, 70.15969260248349"
B6328,Crane,Africa,Forest,Rainy,Climate Change,53.11729123,-172.8926108,12.53110177,70.74118378,2135.86,53.9,62.19,3625,792,5.5,52.1,27,976.5,6.8,Yes,10,-63.3,Sep,Nov,9,5,Satellite,Yes,404,Medium,Poor,No,Predator,Researcher_C,23,Successful,Yes,65,47,High,"53.11729122664846, -172.89261075675657","12.531101769862133, 70.74118378351739"
B6329,Eagle,Africa,Mountain,Clear,Feeding,-27.79252572,156.3216294,35.9321539,-37.16841741,2871.26,52.8,55.74,8857,715,34.7,53.6,59,1002.7,18.3,Yes,58,-73,Mar,Dec,12,3,Satellite,Yes,43,High,Fair,No,Lost Signal,Researcher_A,8.6,Failed,Yes,12,22,High,"-27.792525719907783, 156.3216294381695","35.93215390219147, -37.16841741464219"
B6330,Hawk,Asia,Wetland,Foggy,Feeding,-65.12262365,-9.709776218,6.771799374,-124.9203269,2981.67,52,53.29,5068,161,14.5,20.2,68,1043.7,19.6,No,53,-62.3,Jan,May,1,1,Radio,No,159,Low,Excellent,No,Storm,Researcher_A,6.2,Successful,No,33,40,High,"-65.1226236549105, -9.709776218496811","6.771799373799951, -124.92032691126278"
B6331,Stork,Australia,Coastal,Rainy,Breeding,-6.288401896,-71.66293137,23.47407959,-132.44122,3302.47,67.6,37.99,2099,731,12.4,38.9,62,951.9,6.5,Yes,78,-78.9,Nov,May,12,7,Radio,Yes,271,High,Excellent,Yes,Lost Signal,Researcher_A,12.4,Successful,Yes,95,65,Low,"-6.288401895663853, -71.66293136913754","23.4740795937328, -132.44121998754014"
B6332,Hawk,Europe,Coastal,Stormy,Climate Change,-19.26892149,5.975233621,-75.32236463,86.21134253,1928.78,37.6,58.11,4017,881,-6.9,41.4,28,1002.5,14.9,No,46,-68.6,Jan,Mar,9,5,GPS,No,250,Low,Excellent,Yes,Storm,Researcher_B,8.7,Failed,Yes,79,40,Low,"-19.268921487887027, 5.975233621433006","-75.32236462574662, 86.21134253432365"
B6333,Goose,South America,Urban,Clear,Breeding,84.9119328,116.2506206,29.75016108,-100.736131,2173.23,56,50.03,3360,282,6.5,31.4,62,1017.9,18.1,No,66,-71.1,Feb,Apr,12,9,GPS,No,344,High,Poor,Yes,Injury,Researcher_A,15.9,Successful,Yes,14,71,Moderate,"84.91193280429337, 116.25062055629589","29.75016108033263, -100.73613101145251"
B6334,Warbler,Africa,Wetland,Windy,Feeding,88.17624981,-140.2946154,-55.04563886,37.24335282,2822.98,63,49.01,2102,328,10.2,35.8,92,1042.1,7.3,Yes,62,-59.8,May,Nov,11,4,Satellite,No,348,Medium,Fair,No,Storm,Researcher_C,20.8,Failed,Yes,116,18,Low,"88.17624981151596, -140.29461538711547","-55.045638864234014, 37.24335282417442"
B6335,Goose,Australia,Wetland,Windy,Avoid Predators,-16.09476186,-50.78415483,-19.44346961,131.717382,2545.48,62.7,52.28,8727,721,12.6,21.5,76,1035.1,10.2,No,74,-73.8,Sep,Jun,6,9,Satellite,No,204,Medium,Excellent,Yes,Injury,Researcher_B,25.7,Failed,Yes,108,27,High,"-16.094761861717586, -50.78415483448831","-19.44346961111277, 131.71738195378617"
B6336,Swallow,Europe,Grassland,Rainy,Climate Change,-63.21888296,-65.20799763,2.256214076,33.51579775,3411.07,59.1,46.77,8787,232,30.4,42.4,58,1019.9,3.3,No,23,-62,Jan,Apr,13,5,Radio,No,396,Low,Excellent,Yes,Injury,Researcher_B,24.7,Failed,Yes,50,18,High,"-63.21888296461137, -65.20799763159897","2.256214075641779, 33.51579775212494"
B6337,Swallow,Europe,Forest,Foggy,Feeding,73.90971894,122.2738272,33.63789178,170.6264428,2347.14,46.4,55.22,2896,233,30.8,53.4,15,1041.7,16.6,No,91,-82.1,Nov,Mar,12,2,GPS,Yes,7,High,Fair,No,Storm,Researcher_B,19.6,Failed,No,70,23,Moderate,"73.90971893572294, 122.27382721013316","33.63789177593468, 170.6264427954057"
B6338,Goose,North America,Grassland,Rainy,Feeding,52.83760962,100.2482194,43.63692175,52.38068142,2287.68,57.1,42.14,1667,209,9,51.9,17,959.5,17,No,83,-57.7,May,Nov,7,2,Radio,Yes,436,High,Good,No,,Researcher_A,27.9,Successful,Yes,34,26,High,"52.8376096200588, 100.24821935179642","43.636921750750645, 52.38068141836416"
B6339,Eagle,Australia,Forest,Foggy,Avoid Predators,2.029357198,-35.96254755,36.88608134,-66.74287916,2684.73,59.1,55,1705,370,-8.8,48.9,19,1028.4,5.6,Yes,32,-55.8,Mar,May,8,2,GPS,Yes,172,High,Excellent,No,Injury,Researcher_A,26.1,Successful,Yes,106,74,Moderate,"2.029357198025565, -35.96254755230444","36.88608133664384, -66.74287916476554"
B6340,Hawk,Africa,Mountain,Rainy,Avoid Predators,-24.23616426,59.21579148,-72.88101738,126.8882394,2673.18,52.6,52.82,8788,210,29,9.3,46,1017.4,7.5,Yes,59,-62.7,May,Apr,7,1,Satellite,Yes,417,High,Fair,No,Predator,Researcher_A,9.6,Successful,Yes,92,75,Moderate,"-24.236164257274567, 59.215791479241545","-72.881017377108, 126.8882394357579"
B6341,Goose,Asia,Grassland,Windy,Avoid Predators,-9.330151032,-37.99962637,-20.35728519,-68.07154634,2439.67,44.5,50.03,3061,837,15.6,45.8,18,1030,9.9,Yes,75,-70.2,Sep,May,11,2,Radio,Yes,50,Medium,Poor,No,Lost Signal,Researcher_B,26.4,Failed,Yes,49,34,Low,"-9.33015103204906, -37.99962637387856","-20.35728518561575, -68.07154634276601"
B6342,Swallow,Europe,Urban,Foggy,Climate Change,72.33861155,25.67298179,-39.480287,169.7653366,2039.32,49.4,56.55,4186,416,-2.2,9.9,92,975.2,18.3,Yes,95,-49.4,Sep,May,14,4,GPS,No,89,High,Excellent,No,,Researcher_A,11.6,Successful,Yes,89,35,High,"72.33861155491985, 25.672981793844144","-39.48028700087389, 169.76533662788984"
B6343,Goose,Europe,Forest,Windy,Breeding,-56.7641794,176.8375061,-18.28412561,-8.016499778,2571.01,50.3,53.51,3103,536,17.6,47.9,58,1035.7,19,Yes,35,-74.7,Sep,Mar,14,6,Radio,No,499,Low,Poor,No,Lost Signal,Researcher_C,11.6,Failed,No,11,26,Low,"-56.76417940256307, 176.83750606504293","-18.284125614255416, -8.016499778119112"
B6344,Eagle,South America,Grassland,Stormy,Climate Change,55.2210338,12.8068082,26.4371732,163.1689446,2731.77,42.6,66.16,1010,280,15.9,19.4,70,1035.8,8.6,Yes,32,-58.1,Mar,Dec,2,4,Radio,No,252,High,Poor,Yes,Predator,Researcher_C,20,Failed,Yes,103,82,Moderate,"55.22103380222478, 12.806808204806885","26.437173200269115, 163.16894457442135"
B6345,Goose,North America,Urban,Stormy,Avoid Predators,-86.72568609,175.8869038,-55.27426927,-113.9046346,2074.9,57.7,46.91,9005,412,6.1,8.3,89,950.5,7.3,No,29,-56.3,Sep,May,7,4,Radio,No,440,High,Fair,Yes,Predator,Researcher_C,19.2,Failed,No,113,5,Moderate,"-86.72568609111202, 175.88690381898243","-55.27426927339372, -113.90463463626996"
B6346,Hawk,Europe,Wetland,Clear,Climate Change,75.70295877,88.99167826,0.377886325,-175.8965381,1931.71,52.3,50.21,1633,678,-7.3,43.7,71,981.1,1.3,Yes,40,-82.4,Mar,Dec,14,0,Satellite,Yes,227,Low,Excellent,No,Lost Signal,Researcher_C,13.8,Successful,Yes,60,29,Moderate,"75.70295876557532, 88.9916782553077","0.3778863252873492, -175.89653811734425"
B6347,Stork,Europe,Coastal,Windy,Avoid Predators,0.053510336,-136.5399755,69.27688279,-109.3927335,2685.34,67.5,50.97,9039,449,-8.9,27.9,23,980.3,10.5,Yes,62,-62.8,Sep,Apr,13,1,Radio,No,489,Medium,Excellent,No,Storm,Researcher_A,8.5,Successful,No,57,84,Low,"0.0535103363170321, -136.5399755052697","69.27688278910443, -109.3927334548842"
B6348,Eagle,Asia,Mountain,Windy,Breeding,-49.18539126,106.5478207,41.60283436,-144.5873875,4047.27,41.7,55.31,4015,435,21.1,33,93,1010.7,17.9,Yes,88,-62.8,Nov,Mar,11,6,Satellite,Yes,64,Low,Fair,No,Injury,Researcher_B,13.2,Successful,Yes,85,65,Moderate,"-49.18539125858901, 106.5478206961248","41.60283436096145, -144.58738748872753"
B6349,Swallow,Asia,Mountain,Clear,Climate Change,-89.48582949,-121.9371691,40.56572001,84.22416807,3132.9,51.8,50.6,4710,369,-5.6,51.6,43,1037,13.9,Yes,73,-94.9,Sep,Apr,14,7,Satellite,No,472,Medium,Poor,Yes,Predator,Researcher_A,29.3,Successful,No,66,44,High,"-89.48582949290717, -121.93716907086652","40.56572001410103, 84.22416806516833"
B6350,Hawk,South America,Wetland,Stormy,Breeding,10.71836437,11.63829902,62.76894806,-84.76356414,2407.16,63.5,43.22,8088,632,31.1,22,69,951.5,5.5,Yes,70,-95.8,Oct,Oct,10,3,GPS,No,182,High,Good,No,Storm,Researcher_B,9.7,Failed,No,46,38,Moderate,"10.718364374059362, 11.63829901918055","62.76894805654288, -84.76356413611153"
B6351,Goose,Australia,Grassland,Stormy,Breeding,-45.9921833,40.76828441,-18.13590133,50.2107082,2397.52,44,36.93,2740,549,-3.4,16.8,64,973.2,3.2,No,16,-81.8,May,May,1,1,Radio,Yes,421,High,Excellent,No,Injury,Researcher_C,14.3,Failed,No,9,26,High,"-45.99218329922914, 40.768284407622815","-18.135901330666243, 50.21070820425709"
B6352,Goose,South America,Coastal,Foggy,Avoid Predators,23.62758048,141.2029639,46.70691001,60.71653446,2586.94,36.9,45.98,5646,660,14.8,23.9,57,999.4,8.1,No,72,-72.8,May,Dec,13,5,GPS,No,125,Medium,Good,Yes,,Researcher_C,7.8,Successful,No,38,48,Low,"23.6275804819518, 141.20296387896968","46.70691001291178, 60.716534460700416"
B6353,Stork,South America,Wetland,Foggy,Climate Change,-39.38952934,-104.2472843,-79.43320447,67.76832255,2210.97,55.6,52.48,7970,375,24.9,37.9,17,1049.2,14.9,Yes,37,-64.2,Sep,Dec,7,5,Radio,No,461,High,Excellent,No,Injury,Researcher_A,22.3,Failed,Yes,85,89,Low,"-39.3895293386315, -104.24728430743868","-79.433204466958, 67.76832254877709"
B6354,Swallow,Asia,Urban,Stormy,Climate Change,-74.15567475,135.3391461,-79.84314641,119.7389237,2707.04,32.2,51.53,2041,245,28.6,13.5,14,956.8,18.9,No,32,-68,Jan,Dec,14,9,Satellite,Yes,84,Medium,Poor,Yes,Lost Signal,Researcher_A,18.1,Failed,No,98,25,Moderate,"-74.15567474575916, 135.33914605099056","-79.84314641174737, 119.73892365459125"
B6355,Swallow,Australia,Coastal,Rainy,Breeding,0.909293372,156.4177593,-30.27624175,-126.3722924,1769.81,56.5,45.21,1179,460,29.9,47.7,80,1032.1,8.3,No,63,-63.3,Nov,Apr,8,0,GPS,No,441,Low,Poor,No,Lost Signal,Researcher_C,20.4,Successful,Yes,97,6,High,"0.9092933718406756, 156.41775934498838","-30.27624174765685, -126.37229241873358"
B6356,Crane,Asia,Forest,Windy,Avoid Predators,11.60743253,-147.7845535,-54.5675461,-161.8329487,2277.79,30.2,48.68,4547,663,15,53,74,987.3,15.3,Yes,28,-68.8,Mar,Dec,12,4,Satellite,Yes,173,Medium,Excellent,Yes,Storm,Researcher_A,27,Failed,No,119,58,Moderate,"11.607432531865982, -147.7845535465554","-54.56754609854671, -161.83294867940896"
B6357,Swallow,North America,Grassland,Foggy,Breeding,-8.533795403,138.7026425,3.336945056,-169.3061528,3186.54,53,43.52,4075,694,0.7,54.6,25,1026.7,10.6,No,18,-79,Mar,Apr,6,5,Radio,Yes,143,Medium,Fair,No,,Researcher_C,16.4,Successful,Yes,62,75,Moderate,"-8.53379540288087, 138.70264248432807","3.336945056070448, -169.30615282649907"
B6358,Stork,Africa,Coastal,Rainy,Breeding,-7.553600221,-86.6951825,-57.02355698,-142.6355986,2864.41,62.3,46.95,8756,372,-0.9,37,35,992.4,11.1,Yes,77,-64.6,Oct,Nov,11,3,GPS,No,158,Medium,Excellent,Yes,Storm,Researcher_A,15.2,Failed,Yes,52,78,High,"-7.553600220639353, -86.69518250121108","-57.02355698356198, -142.63559862096054"
B6359,Warbler,Africa,Forest,Foggy,Breeding,16.13702302,-150.8396582,85.60329772,-43.49320706,2852.58,49.9,54.88,4585,433,10.2,56.3,82,977.3,12.1,Yes,50,-70.4,Apr,Jun,14,3,GPS,Yes,145,High,Fair,No,Injury,Researcher_B,27.7,Successful,Yes,111,64,High,"16.137023022002765, -150.8396582224305","85.60329772269108, -43.493207062270045"
B6360,Crane,North America,Wetland,Clear,Breeding,4.743631694,165.0867681,63.19892359,168.2553379,3070.44,52.4,45.82,7895,368,18.3,8.2,38,992.9,6.2,Yes,56,-64.6,Jan,May,5,2,GPS,No,406,Low,Good,No,Lost Signal,Researcher_C,22.1,Successful,Yes,44,37,Moderate,"4.743631693827624, 165.08676813059674","63.198923594277744, 168.2553379251856"
B6361,Crane,Africa,Mountain,Windy,Climate Change,-66.137843,-38.80674459,86.85606583,-52.8389648,2340.7,47.6,55.88,2926,126,28.8,33.6,36,993.4,6.3,No,16,-69.6,Sep,May,7,4,GPS,Yes,154,Low,Excellent,Yes,,Researcher_C,17.2,Successful,No,60,27,Low,"-66.13784300472153, -38.80674459014728","86.85606582881681, -52.83896479648605"
B6362,Goose,Australia,Coastal,Foggy,Feeding,-54.52458363,44.27406185,55.39734456,-16.94774552,1808.47,65.5,40.85,3242,617,12.7,26.8,51,1031.3,12,Yes,32,-60.1,Feb,Dec,1,8,Radio,Yes,141,Medium,Excellent,Yes,Lost Signal,Researcher_B,6.7,Successful,Yes,56,60,Low,"-54.524583632694174, 44.27406184930908","55.3973445638363, -16.947745522803956"
B6363,Goose,Asia,Coastal,Stormy,Climate Change,-64.47761254,19.03432313,81.19974538,113.1828192,2608.58,44.5,46.68,4002,774,21.5,58.8,97,1027.3,8.5,No,48,-59.5,Sep,Apr,14,1,Satellite,Yes,142,Medium,Good,No,Storm,Researcher_C,24.6,Successful,Yes,49,71,Low,"-64.47761254277098, 19.034323126313467","81.19974537609298, 113.1828192337806"
B6364,Swallow,Africa,Forest,Clear,Avoid Predators,34.7932048,-103.2545071,-23.74105899,150.695287,2739.52,66.8,59.54,5070,326,21.1,5.4,55,957.1,6.7,No,13,-75.8,Jan,Jun,2,8,Satellite,Yes,209,High,Poor,Yes,Injury,Researcher_B,12.5,Failed,Yes,42,83,High,"34.79320479955426, -103.25450712246032","-23.74105898921613, 150.69528699103546"
B6365,Crane,Australia,Forest,Clear,Feeding,5.14771419,61.04366214,-0.377085983,169.7189411,3373.67,55.3,37.16,9456,389,-4.7,24,83,1030.9,14,Yes,54,-73.2,Jan,Dec,4,3,Radio,Yes,105,Medium,Excellent,No,Storm,Researcher_B,11.6,Failed,Yes,90,18,High,"5.147714190053875, 61.043662140143454","-0.3770859832143003, 169.71894113839318"
B6366,Goose,Asia,Mountain,Stormy,Breeding,-12.62607776,-163.398604,-46.83710858,117.5224409,2157.92,55.9,49.78,7861,263,26.7,9.8,16,967.3,2.3,No,56,-83,Jan,May,4,4,Radio,Yes,204,Low,Excellent,Yes,Storm,Researcher_A,18.9,Successful,No,118,1,Low,"-12.62607776443292, -163.3986039573846","-46.83710858085243, 117.52244088061492"
B6367,Stork,Australia,Forest,Clear,Climate Change,53.70101915,-106.8858265,24.44509147,0.905780897,2377.04,61.9,53.45,9724,505,9.4,21.3,29,951.2,3.6,Yes,80,-46.6,Oct,Nov,9,0,Satellite,No,431,High,Poor,No,,Researcher_A,13,Failed,No,47,84,High,"53.70101914911288, -106.8858265276824","24.44509146829803, 0.9057808972678174"
B6368,Goose,North America,Forest,Windy,Feeding,-31.35696124,160.0789503,51.88145433,-97.38847878,3095.21,43.4,50.49,7025,463,-7.4,52.3,53,969.4,3.9,Yes,83,-74.5,Mar,Nov,9,7,Satellite,No,246,Low,Good,Yes,,Researcher_A,23.5,Failed,Yes,105,3,High,"-31.356961243055075, 160.07895033622003","51.8814543282972, -97.38847877907048"
B6369,Eagle,South America,Coastal,Foggy,Breeding,12.25919936,163.2627089,-0.22640937,35.41210421,2951.5,55,54.98,3166,679,15.6,13.5,63,959.5,8.1,Yes,74,-74.4,Apr,Apr,9,4,Satellite,No,458,Low,Excellent,No,,Researcher_A,16.3,Successful,No,1,61,High,"12.259199356372989, 163.26270885267598","-0.2264093696559825, 35.41210421458058"
B6370,Eagle,North America,Mountain,Clear,Climate Change,-76.60663173,-6.244130947,-36.65288905,-109.1537832,1772.01,41.2,54.64,6162,674,30.8,29.6,50,980.9,18.4,No,86,-75.1,Jan,Mar,13,0,GPS,Yes,254,High,Excellent,Yes,Injury,Researcher_C,30,Failed,Yes,21,18,Low,"-76.60663173176428, -6.244130947156748","-36.65288904924471, -109.15378316745318"
B6371,Goose,Africa,Mountain,Windy,Feeding,43.99273509,-119.134174,1.380994905,-159.9390964,3085.66,68.5,46.53,4217,853,24.2,12.3,11,1042,18.5,No,64,-79,May,Nov,8,6,GPS,Yes,277,High,Poor,Yes,,Researcher_B,11.4,Failed,No,31,76,Moderate,"43.992735088520135, -119.13417399103972","1.380994904866654, -159.9390963902838"
B6372,Crane,Asia,Coastal,Stormy,Climate Change,35.13464007,-28.21677803,-78.67886043,150.9674167,3376.79,52.1,53.44,4194,652,-4.6,58.8,75,1002.8,10,No,77,-58.9,Jan,Jun,3,6,Satellite,Yes,185,Medium,Fair,Yes,,Researcher_C,6.6,Failed,Yes,100,38,High,"35.13464006680617, -28.216778027416808","-78.67886042584854, 150.9674166513591"
B6373,Warbler,Australia,Wetland,Foggy,Feeding,54.42833327,135.7455,39.80150133,-5.47548987,2250.93,57.4,48.46,7212,576,26,4.6,69,960.4,1.3,No,66,-68.8,Sep,Dec,6,8,Radio,Yes,305,High,Excellent,Yes,Storm,Researcher_B,19.8,Successful,Yes,109,45,Moderate,"54.42833327343877, 135.7454999850837","39.80150132768839, -5.475489870221992"
B6374,Warbler,Africa,Wetland,Stormy,Avoid Predators,69.20567244,-154.7013404,-8.710745139,2.966480599,3083.82,73.2,51.55,5136,411,-8,50.9,26,1026.4,8.1,No,71,-71.8,Feb,Oct,9,9,GPS,No,18,High,Good,Yes,Predator,Researcher_A,28.9,Successful,No,99,70,Moderate,"69.20567244297965, -154.70134040302509","-8.710745138636085, 2.9664805993691914"
B6375,Crane,Africa,Coastal,Foggy,Climate Change,46.44508811,-133.9673122,71.68215934,39.31884938,2841.84,62.4,46.55,6416,387,15.9,55.9,83,1008.5,16.4,No,58,-85.8,Nov,Apr,5,3,Radio,Yes,133,Low,Fair,Yes,,Researcher_C,28.9,Successful,Yes,66,91,Moderate,"46.44508811317536, -133.9673122211351","71.68215933905304, 39.31884938300067"
B6376,Hawk,South America,Forest,Clear,Climate Change,62.00818022,142.4350245,76.18505567,-17.49291932,2082.81,50.8,62.17,5249,243,-4.8,46.7,41,954.4,4.6,Yes,78,-66.1,Apr,Nov,8,4,GPS,Yes,434,Medium,Fair,No,Injury,Researcher_C,28.3,Successful,No,96,93,Moderate,"62.0081802229129, 142.43502450818187","76.18505566790492, -17.492919321957572"
B6377,Warbler,Africa,Grassland,Clear,Feeding,-27.78217219,-30.46197575,-67.40913413,-20.00503264,1859.42,76.8,47.87,8539,420,17.1,22.2,60,1003.6,16.1,Yes,80,-78.6,Mar,Nov,3,0,Satellite,Yes,157,Low,Good,Yes,Injury,Researcher_A,11.8,Successful,Yes,81,23,Moderate,"-27.78217218688957, -30.46197575061177","-67.40913413436562, -20.005032635560863"
B6378,Eagle,South America,Wetland,Foggy,Avoid Predators,-28.19927484,-149.9549021,89.29997772,149.4523143,2711.01,40.7,45,8720,445,-3.1,23.8,70,1019.8,18.6,Yes,24,-70.6,Nov,Apr,2,1,Radio,Yes,297,Medium,Good,No,,Researcher_A,18.3,Failed,No,9,23,Low,"-28.199274837310853, -149.95490214874457","89.29997771726102, 149.45231432319457"
B6379,Stork,Asia,Wetland,Windy,Climate Change,79.97414758,-129.8847322,84.56805261,113.9566064,3062.18,46.8,54.99,3154,499,30.2,1.8,80,969.8,17,Yes,25,-72.1,Nov,Apr,8,6,Satellite,No,44,Low,Excellent,No,Injury,Researcher_A,6.1,Successful,No,103,77,Low,"79.97414758196695, -129.88473221736663","84.56805261447127, 113.95660642562228"
B6380,Crane,Asia,Coastal,Windy,Avoid Predators,74.62341654,137.6813441,22.88365439,-103.4668086,2330.99,53.6,49.41,8296,403,19.3,11.7,31,1048.5,1.6,Yes,39,-57.1,May,Dec,13,8,Radio,No,326,High,Good,No,Lost Signal,Researcher_B,17.6,Successful,No,59,62,Low,"74.62341653871687, 137.6813440658857","22.88365438589105, -103.46680855772786"
B6381,Swallow,Australia,Coastal,Windy,Avoid Predators,8.729521399,-3.562786215,58.58058105,-74.96005348,1917.7,44.4,54.89,3101,142,9.8,55.8,90,1025.2,16.3,Yes,40,-62.8,Nov,Mar,14,5,Radio,Yes,268,High,Fair,Yes,Predator,Researcher_A,25.8,Successful,Yes,113,73,Moderate,"8.72952139894005, -3.562786215175805","58.58058105115512, -74.96005348059855"
B6382,Eagle,South America,Grassland,Rainy,Climate Change,-24.01941865,-121.3220492,-86.68134368,57.82415045,1423.58,53.4,48.57,5833,319,30.8,43.7,24,963.4,15.7,No,16,-59.9,Mar,May,3,1,Radio,No,27,Low,Good,Yes,Predator,Researcher_C,19.7,Successful,No,46,11,Moderate,"-24.019418650923757, -121.32204916995198","-86.68134368366607, 57.82415044656733"
B6383,Stork,North America,Grassland,Windy,Breeding,65.88027545,141.8615118,84.66939714,25.59309085,2570.16,43,43.51,8271,503,-2.2,33,47,992.6,5.5,No,15,-83.9,Apr,Oct,12,8,Radio,Yes,120,Low,Excellent,Yes,Storm,Researcher_C,10.9,Successful,Yes,40,89,Moderate,"65.88027544658405, 141.86151177412154","84.66939714433627, 25.593090847367503"
B6384,Stork,Asia,Mountain,Clear,Feeding,-31.78599616,124.3004001,-7.863493232,95.81736736,2130.52,50.8,55.83,9412,131,29.5,59.4,67,995.8,11.7,No,95,-61.6,Feb,Apr,5,7,Radio,Yes,299,Low,Poor,Yes,Storm,Researcher_A,14.5,Successful,No,34,32,High,"-31.78599616307409, 124.3004001043526","-7.863493231970821, 95.81736735755412"
B6385,Crane,Australia,Coastal,Rainy,Climate Change,-62.34568508,-171.7115937,73.74604003,81.9477437,2090.6,42.1,44.95,5691,298,-4.9,45.7,69,1005.3,6.4,No,73,-62.5,Jan,Apr,4,9,Radio,Yes,264,Medium,Excellent,Yes,Predator,Researcher_B,27.8,Successful,Yes,73,36,Moderate,"-62.345685079000006, -171.71159371621056","73.74604003496137, 81.94774369877501"
B6386,Stork,North America,Wetland,Windy,Avoid Predators,25.1086815,29.15643879,-20.67752597,75.07699648,3356.59,40.7,45.16,8952,886,24.7,36.8,88,956.9,7.8,No,78,-67.8,Nov,Dec,11,2,Radio,No,498,High,Fair,Yes,Storm,Researcher_C,9.3,Successful,Yes,61,95,Low,"25.108681500986407, 29.156438789809897","-20.67752597063165, 75.07699648063576"
B6387,Crane,Asia,Urban,Clear,Feeding,-82.32807425,-92.03880586,51.87176419,136.8784479,2888.01,61.1,49.15,7541,491,-3.6,31.1,55,965.5,1.3,No,69,-73.3,May,Apr,2,9,Radio,Yes,180,Low,Excellent,Yes,Storm,Researcher_A,21,Successful,No,59,97,Moderate,"-82.32807424806596, -92.0388058629452","51.871764193257945, 136.87844791698586"
B6388,Warbler,Asia,Urban,Rainy,Climate Change,-21.76165689,11.92889231,-14.76974565,95.95911392,2847.62,58,46.78,5502,436,-3.1,27.9,10,1034.3,7.6,Yes,50,-66.7,Jan,Apr,1,1,Radio,Yes,363,Medium,Fair,No,Storm,Researcher_C,18.2,Failed,No,79,74,Moderate,"-21.76165689003216, 11.92889231300316","-14.769745652089142, 95.95911391751372"
B6389,Goose,Australia,Forest,Clear,Feeding,55.37948683,-79.46340041,-24.71280937,-92.57494013,2475.58,43,45.18,3495,310,28.8,51.4,52,978.4,3.5,Yes,71,-78.6,Nov,Jun,12,4,Satellite,Yes,211,Medium,Fair,No,Injury,Researcher_B,9.9,Failed,Yes,68,48,Moderate,"55.37948682503196, -79.46340040608096","-24.71280937102988, -92.57494012565876"
B6390,Eagle,Australia,Wetland,Foggy,Feeding,-36.86108478,-66.28453888,80.4196445,134.2213916,2769.67,49.2,42.66,9674,593,10.1,29,39,1048,18.5,No,88,-65.4,Feb,Nov,10,7,Radio,Yes,61,Low,Poor,No,Storm,Researcher_C,9.3,Failed,Yes,12,27,High,"-36.86108477528975, -66.28453887889042","80.41964449584503, 134.2213916472764"
