Latitude,Longitude,Species,Observation_Counts,Sightings
0.76,-138.07,Swallow,15,1
0.76,22.97,Goose,89,1
0.78,-108.63,Hawk,74,1
0.78,165.8,Eagle,4,1
0.79,-60.1,Crane,48,1
0.81,-75.74,Hawk,81,1
0.81,87.15,Warbler,27,1
0.82,95.66,Swallow,62,1
0.83,132.56,Eagle,15,1
0.87,-33.87,Hawk,56,1
0.89,44.05,Hawk,81,1
0.89,52.66,Swallow,39,1
0.91,148.67,Hawk,95,1
0.91,156.42,Swallow,6,1
0.92,53.77,Goose,62,1
0.92,109.21,Stork,68,1
0.93,156.57,Eagle,76,1
0.96,-133.75,Stork,46,1
0.97,86.05,Goose,25,1
0.97,91.41,Eagle,17,1
1.0,-22.8,Hawk,33,1
1.0,70.19,Warbler,11,1
1.01,-0.42,Hawk,24,1
1.02,-157.02,Goose,90,1
1.02,-89.13,Swallow,3,1
1.02,85.13,Warbler,53,1
1.03,-175.34,Hawk,63,1
1.03,-144.36,Stork,28,1
1.03,60.44,Crane,17,1
1.04,19.78,Crane,61,1
1.08,137.01,Eagle,15,1
1.08,144.17,Swallow,3,1
1.09,114.04,Hawk,11,1
1.1,137.91,Warbler,95,1
1.1,151.54,Crane,50,1
1.11,-112.95,Warbler,43,1
1.12,-73.85,Stork,3,1
1.16,-179.97,Crane,22,1
1.16,-101.94,Eagle,71,1
1.18,-179.86,Hawk,2,1
1.25,-13.67,Crane,8,1
1.26,-43.23,Warbler,79,1
1.26,58.54,Hawk,18,1
1.26,128.15,Swallow,31,1
1.28,61.1,Warbler,99,1
1.3,85.84,Crane,93,1
1.3,172.86,Warbler,14,1
1.31,-110.22,Hawk,31,1
1.31,40.52,Warbler,46,1
1.36,2.72,Warbler,80,1
1.36,19.91,Hawk,55,1
1.37,-141.11,Goose,98,1
1.38,-107.77,Stork,11,1
1.43,126.98,Warbler,52,1
1.45,-98.9,Crane,68,1
1.45,-14.53,Hawk,49,1
1.51,78.81,Swallow,84,1
1.52,-93.39,Warbler,64,1
1.52,106.07,Warbler,33,1
1.54,106.03,Stork,69,1
1.55,87.16,Stork,40,1
1.56,-101.53,Eagle,42,1
1.57,-179.49,Hawk,45,1
1.57,-179.14,Eagle,84,1
1.58,16.6,Warbler,51,1
1.59,-174.68,Swallow,36,1
1.59,120.31,Swallow,63,1
1.61,1.06,Hawk,65,1
1.62,-166.56,Hawk,9,1
1.62,-97.83,Crane,60,1
1.65,-167.22,Eagle,51,1
1.65,-164.2,Goose,98,1
1.65,-55.6,Warbler,82,1
1.66,-2.44,Hawk,23,1
1.7,-135.61,Goose,74,1
1.72,-45.52,Crane,13,1
1.78,-93.34,Goose,20,1
1.79,63.63,Crane,51,1
1.8,17.37,Eagle,46,1
1.8,70.74,Crane,30,1
1.84,149.22,Swallow,27,1
1.88,7.69,Warbler,66,1
1.9,-136.16,Goose,68,1
1.93,82.05,Stork,2,1
1.93,159.45,Hawk,46,1
1.95,62.92,Stork,71,1
2.0,141.44,Warbler,89,1
2.03,-35.96,Eagle,74,1
2.07,-174.76,Crane,37,1
2.08,118.61,Eagle,31,1
2.09,-72.75,Crane,57,1
2.16,-121.81,Hawk,75,1
2.18,91.28,Eagle,69,1
2.19,54.94,Stork,26,1
2.2,11.02,Hawk,33,1
2.21,-137.19,Eagle,11,1
2.22,-107.55,Crane,66,1
2.22,-60.84,Eagle,86,1
2.24,150.32,Eagle,15,1
2.25,-65.44,Crane,19,1
2.26,132.99,Eagle,18,1
2.29,-0.6,Swallow,75,1
2.31,-149.63,Swallow,25,1
2.32,-171.85,Hawk,35,1
2.32,-53.37,Crane,2,1
2.34,156.76,Hawk,40,1
2.36,-171.02,Hawk,92,1
2.37,-115.03,Goose,79,1
2.38,-80.03,Swallow,34,1
2.47,86.68,Eagle,25,1
2.5,94.21,Crane,7,1
2.51,64.75,Goose,11,1
2.53,-92.61,Goose,41,1
2.54,-169.79,Warbler,16,1
2.54,-156.21,Warbler,25,1
2.55,29.49,Hawk,46,1
2.56,-63.03,Warbler,78,1
2.58,108.25,Stork,14,1
2.59,-101.87,Goose,33,1
2.61,-133.77,Hawk,70,1
2.61,-118.89,Eagle,51,1
2.61,112.08,Eagle,28,1
2.61,139.08,Goose,74,1
2.62,56.26,Warbler,88,1
2.63,-169.23,Goose,50,1
2.63,-34.22,Eagle,92,1
2.67,39.94,Crane,8,1
2.67,65.73,Stork,1,1
2.71,-4.35,Stork,8,1
2.73,-151.38,Hawk,63,1
2.77,103.31,Stork,29,1
2.78,-50.44,Swallow,45,1
2.78,137.73,Stork,90,1
2.8,-90.23,Warbler,14,1
2.81,162.07,Swallow,20,1
2.84,-60.35,Eagle,84,1
2.86,99.04,Stork,53,1
2.87,-119.03,Goose,70,1
2.88,161.06,Warbler,25,1
2.9,-126.12,Eagle,6,1
2.91,-171.1,Warbler,3,1
2.95,137.93,Warbler,49,1
2.97,-142.16,Hawk,37,1
2.97,-119.65,Crane,6,1
3.0,-123.14,Warbler,97,1
3.02,-38.06,Hawk,45,1
3.04,46.75,Goose,86,1
3.04,136.35,Warbler,83,1
3.05,156.98,Stork,71,1
3.06,89.17,Crane,62,1
3.11,-69.69,Eagle,25,1
3.13,-60.23,Warbler,79,1
3.14,151.86,Eagle,88,1
3.17,64.91,Swallow,84,1
3.18,-77.41,Goose,10,1
3.19,-100.55,Swallow,99,1
3.21,153.59,Swallow,31,1
3.22,-148.1,Goose,85,1
3.29,-74.84,Goose,29,1
3.32,-88.24,Stork,88,1
3.36,-149.12,Goose,78,1
3.38,-161.51,Hawk,95,1
3.39,-81.95,Warbler,34,1
3.4,57.93,Hawk,96,1
3.42,112.91,Hawk,87,1
3.44,-93.13,Crane,7,1
3.47,-148.92,Hawk,68,1
3.48,-147.37,Eagle,68,1
3.52,137.54,Hawk,44,1
3.53,-120.15,Hawk,41,1
3.54,165.56,Stork,88,1
3.58,97.28,Eagle,60,1
3.61,163.93,Warbler,58,1
3.62,96.24,Warbler,34,1
3.65,27.15,Eagle,50,1
3.67,160.54,Stork,26,1
3.68,-76.42,Eagle,92,1
3.7,141.35,Warbler,51,1
3.76,1.37,Crane,74,1
3.78,88.02,Warbler,94,1
3.79,-113.54,Goose,93,1
3.79,-50.1,Warbler,87,1
3.81,-42.67,Goose,51,1
3.85,-163.99,Warbler,35,1
3.85,-149.86,Goose,80,1
3.87,47.33,Crane,93,1
3.89,-160.18,Hawk,59,1
3.9,-166.26,Hawk,72,1
3.92,-69.07,Stork,26,1
3.94,-51.32,Stork,63,1
3.95,48.06,Stork,79,1
3.95,143.55,Goose,40,1
3.97,11.41,Swallow,54,1
3.98,-125.07,Swallow,15,1
3.98,-52.81,Stork,18,1
3.98,62.65,Eagle,96,1
3.99,112.31,Goose,25,1
4.01,-127.84,Eagle,86,1
4.1,134.82,Swallow,14,1
4.11,99.98,Crane,25,1
4.12,-106.41,Warbler,72,1
4.12,-60.05,Crane,59,1
4.18,-24.96,Crane,70,1
4.19,-30.52,Stork,34,1
4.28,-110.64,Hawk,97,1
4.29,-161.74,Hawk,39,1
4.34,-8.32,Swallow,37,1
4.35,-135.32,Goose,40,1
4.35,135.6,Goose,28,1
4.37,55.55,Eagle,81,1
4.38,54.79,Stork,8,1
4.38,74.73,Stork,93,1
4.4,-10.61,Hawk,14,1
4.44,-83.19,Eagle,28,1
4.46,-155.88,Eagle,70,1
4.46,109.41,Warbler,10,1
4.49,82.01,Crane,46,1
4.56,69.59,Hawk,13,1
4.57,70.31,Hawk,56,1
4.58,-120.64,Eagle,67,1
4.6,-61.28,Swallow,84,1
4.61,-31.2,Stork,10,1
4.63,-53.83,Swallow,67,1
4.63,173.72,Warbler,49,1
4.67,-142.82,Eagle,34,1
4.67,-71.78,Crane,31,1
4.67,45.91,Swallow,55,1
4.7,-105.98,Stork,22,1
4.73,-50.41,Hawk,71,1
4.74,165.09,Crane,37,1
4.77,88.12,Crane,18,1
4.78,-133.18,Hawk,85,1
4.81,-139.31,Hawk,85,1
4.81,-76.27,Goose,48,1
4.82,-123.62,Hawk,49,1
4.87,-111.11,Crane,81,1
4.88,-132.58,Hawk,91,1
4.94,20.37,Crane,30,1
4.99,-172.94,Warbler,16,1
4.99,145.4,Hawk,68,1
5.0,-29.8,Warbler,18,1
5.0,102.83,Eagle,18,1
5.03,-77.19,Eagle,6,1
5.03,146.9,Crane,28,1
5.05,-114.41,Swallow,29,1
5.05,-4.49,Goose,47,1
5.05,156.47,Goose,8,1
5.09,-2.64,Crane,90,1
5.12,-14.88,Warbler,87,1
5.15,61.04,Crane,18,1
5.16,3.37,Warbler,89,1
5.2,-92.28,Eagle,8,1
5.23,-33.31,Crane,5,1
5.24,-22.01,Goose,86,1
5.24,63.05,Hawk,96,1
5.28,-151.64,Goose,55,1
5.28,17.52,Swallow,24,1
5.34,-52.77,Crane,28,1
5.34,44.83,Warbler,80,1
5.37,-140.44,Crane,9,1
5.37,-74.2,Eagle,20,1
5.4,99.01,Swallow,22,1
5.44,82.28,Eagle,65,1
5.45,32.46,Warbler,47,1
5.47,14.67,Warbler,84,1
5.48,51.82,Eagle,85,1
5.51,-43.7,Eagle,50,1
5.54,168.99,Eagle,41,1
5.56,93.47,Warbler,46,1
5.59,-136.6,Warbler,80,1
5.6,63.55,Warbler,32,1
5.61,143.67,Stork,97,1
5.64,-7.35,Stork,94,1
5.67,-121.89,Crane,59,1
5.67,-28.87,Eagle,92,1
5.69,70.51,Swallow,39,1
5.73,177.43,Crane,3,1
5.74,-74.12,Eagle,70,1
5.77,-166.68,Hawk,37,1
5.8,92.27,Stork,64,1
5.82,-49.2,Warbler,42,1
5.82,93.56,Goose,65,1
5.82,149.87,Swallow,17,1
5.85,6.06,Crane,37,1
5.87,-154.43,Swallow,70,1
5.87,-2.51,Warbler,83,1
5.88,-135.2,Crane,20,1
5.89,18.85,Stork,7,1
5.89,81.58,Warbler,6,1
5.94,-50.02,Goose,31,1
5.95,-106.63,Warbler,69,1
5.99,-7.29,Eagle,42,1
6.0,-91.41,Swallow,57,1
6.01,-111.97,Warbler,46,1
6.01,29.98,Crane,50,1
6.02,135.1,Crane,41,1
6.07,161.82,Crane,73,1
6.09,-90.34,Crane,71,1
6.1,102.71,Warbler,96,1
6.12,176.54,Hawk,72,1
6.19,-59.44,Eagle,15,1
6.2,6.16,Swallow,95,1
6.21,-178.63,Stork,91,1
6.21,-107.56,Warbler,5,1
6.23,-79.45,Stork,97,1
6.24,166.16,Swallow,56,1
6.29,-31.42,Hawk,97,1
6.3,38.79,Hawk,75,1
6.35,-36.05,Stork,75,1
6.38,-76.19,Crane,74,1
6.39,-40.26,Stork,67,1
6.39,-33.46,Hawk,27,1
6.46,4.37,Swallow,58,1
6.49,-51.56,Goose,79,1
6.49,131.92,Swallow,56,1
6.51,10.93,Hawk,79,1
6.55,115.1,Warbler,82,1
6.56,-126.57,Swallow,18,1
6.59,78.09,Warbler,4,1
6.62,-138.7,Goose,6,1
6.62,118.73,Eagle,56,1
6.62,139.53,Hawk,8,1
6.63,99.07,Hawk,38,1
6.66,-121.66,Warbler,46,1
6.69,116.37,Hawk,28,1
6.73,-29.57,Stork,28,1
6.8,-159.69,Hawk,21,1
6.81,-70.65,Swallow,48,1
6.84,-103.21,Goose,8,1
6.89,109.88,Stork,57,1
6.9,160.52,Stork,4,1
6.93,66.23,Goose,54,1
6.94,130.23,Eagle,70,1
6.96,176.5,Stork,43,1
7.02,71.02,Stork,75,1
7.03,-114.6,Warbler,27,1
7.03,25.32,Goose,21,1
7.03,96.66,Hawk,54,1
7.03,162.83,Swallow,3,1
7.05,-175.19,Eagle,3,1
7.05,122.11,Swallow,99,1
7.07,-66.61,Goose,41,1
7.07,12.66,Warbler,76,1
7.11,-40.52,Goose,25,1
7.17,-55.3,Stork,33,1
7.18,31.96,Warbler,42,1
7.18,43.44,Goose,88,1
7.21,-77.02,Eagle,29,1
7.22,-36.15,Stork,13,1
7.22,156.12,Crane,64,1
7.23,47.91,Goose,98,1
7.25,-83.5,Warbler,44,1
7.25,-4.57,Hawk,42,1
7.27,5.4,Hawk,73,1
7.27,84.61,Swallow,48,1
7.28,-170.58,Hawk,85,1
7.28,-99.06,Swallow,32,1
7.28,7.36,Swallow,62,1
7.29,-141.49,Goose,90,1
7.3,-56.72,Eagle,35,1
7.32,-56.62,Goose,78,1
7.36,44.88,Goose,1,1
7.39,-80.86,Hawk,69,1
7.43,-160.07,Warbler,72,1
7.43,97.69,Eagle,32,1
7.43,120.23,Hawk,99,1
7.44,-123.7,Swallow,1,1
7.47,11.71,Eagle,72,1
7.47,110.22,Hawk,56,1
7.5,129.58,Goose,93,1
7.51,-141.22,Stork,95,1
7.51,-38.26,Stork,79,1
7.59,-124.73,Warbler,22,1
7.65,-34.2,Warbler,82,1
7.65,94.03,Hawk,87,1
7.68,-160.23,Stork,77,1
7.68,23.11,Crane,88,1
7.74,-153.58,Stork,66,1
7.74,140.71,Warbler,39,1
7.77,68.07,Crane,32,1
7.79,145.08,Eagle,87,1
7.8,120.29,Goose,77,1
7.83,-66.61,Swallow,80,1
7.84,8.7,Eagle,51,1
7.84,12.87,Warbler,38,1
7.86,-65.93,Warbler,34,1
7.86,22.27,Eagle,26,1
7.94,136.95,Eagle,9,1
7.99,-135.76,Swallow,55,1
7.99,-70.46,Swallow,93,1
8.03,-45.77,Goose,57,1
8.06,-66.24,Hawk,23,1
8.07,115.97,Crane,36,1
8.1,-170.15,Crane,61,1
8.1,49.01,Warbler,44,1
8.13,3.77,Stork,26,1
8.14,4.38,Warbler,60,1
8.14,70.93,Goose,78,1
8.15,-145.89,Hawk,37,1
8.15,-12.17,Swallow,88,1
8.15,147.34,Warbler,66,1
8.17,-15.6,Eagle,44,1
8.2,14.11,Stork,24,1
8.22,-32.38,Goose,25,1
8.23,126.37,Goose,33,1
8.24,118.25,Warbler,80,1
8.26,59.46,Stork,93,1
8.27,-69.17,Swallow,66,1
8.27,-44.81,Swallow,13,1
8.29,-164.04,Crane,23,1
8.33,-34.26,Stork,8,1
8.35,174.99,Goose,98,1
8.36,157.02,Goose,72,1
8.37,94.95,Hawk,85,1
8.4,-15.81,Warbler,69,1
8.4,118.57,Eagle,88,1
8.44,89.26,Eagle,43,1
8.51,-47.06,Goose,20,1
8.56,85.36,Goose,38,1
8.57,141.92,Swallow,89,1
8.62,-15.33,Eagle,85,1
8.63,-130.95,Goose,9,1
8.63,-54.43,Stork,67,1
8.65,23.81,Eagle,90,1
8.65,127.15,Goose,12,1
8.66,140.31,Hawk,52,1
8.69,-7.23,Crane,68,1
8.7,47.15,Swallow,58,1
8.7,75.94,Warbler,52,1
8.72,6.43,Eagle,4,1
8.73,-3.56,Swallow,73,1
8.75,-35.18,Crane,90,1
8.75,131.82,Crane,74,1
8.76,80.33,Swallow,51,1
8.8,-45.2,Stork,94,1
8.81,-117.67,Crane,48,1
8.82,-127.39,Swallow,98,1
8.83,49.18,Goose,92,1
8.84,53.31,Hawk,74,1
8.85,-44.08,Crane,71,1
8.9,31.69,Goose,91,1
8.91,-1.99,Goose,96,1
8.92,-132.51,Warbler,99,1
8.93,42.78,Crane,45,1
9.0,7.39,Eagle,1,1
9.07,-2.7,Crane,84,1
9.08,81.25,Hawk,71,1
9.09,-103.86,Stork,98,1
9.12,36.23,Warbler,66,1
9.13,-63.24,Eagle,6,1
9.16,76.96,Hawk,51,1
9.16,99.27,Goose,65,1
9.21,-70.25,Warbler,28,1
9.21,36.05,Stork,21,1
9.22,26.08,Goose,45,1
9.22,49.61,Goose,64,1
9.23,-155.57,Hawk,85,1
9.23,-90.98,Swallow,38,1
9.24,-28.76,Crane,67,1
9.27,-27.9,Hawk,90,1
9.3,64.68,Crane,4,1
9.32,-53.31,Hawk,79,1
9.32,44.18,Stork,89,1
9.32,106.6,Hawk,22,1
9.35,-57.68,Swallow,45,1
9.35,-8.59,Crane,19,1
9.4,-161.59,Warbler,9,1
9.41,112.03,Hawk,66,1
9.44,38.86,Hawk,84,1
9.44,169.04,Eagle,62,1
9.49,-17.89,Goose,80,1
9.49,84.19,Crane,44,1
9.52,50.97,Warbler,51,1
9.56,76.96,Stork,51,1
9.57,-24.32,Goose,68,1
9.61,-15.17,Crane,61,1
9.63,-49.38,Hawk,7,1
9.63,63.69,Hawk,29,1
9.63,108.27,Goose,86,1
9.66,155.44,Hawk,17,1
9.74,-75.01,Hawk,23,1
9.75,164.56,Warbler,6,1
9.8,-52.95,Eagle,31,1
9.81,-29.88,Eagle,45,1
9.82,122.75,Goose,43,1
9.84,-116.48,Eagle,66,1
9.85,55.09,Eagle,68,1
9.86,73.12,Goose,16,1
9.87,-26.14,Eagle,34,1
9.88,-129.6,Goose,81,1
9.88,50.32,Eagle,72,1
9.98,-167.55,Eagle,95,1
9.98,-32.2,Eagle,86,1
9.98,-23.7,Swallow,34,1
9.98,130.58,Stork,33,1
9.99,128.28,Crane,86,1
10.0,52.02,Warbler,30,1
10.01,40.8,Stork,76,1
10.01,143.43,Eagle,32,1
10.03,-157.42,Swallow,96,1
10.05,-15.75,Swallow,25,1
10.06,134.84,Swallow,27,1
10.07,-175.67,Stork,4,1
10.08,41.17,Eagle,30,1
10.1,-4.08,Goose,5,1
10.1,59.42,Eagle,43,1
10.17,13.88,Hawk,19,1
10.17,130.02,Stork,86,1
10.19,-4.13,Goose,36,1
10.19,77.91,Hawk,90,1
10.21,-25.55,Hawk,40,1
10.24,179.61,Goose,4,1
10.26,19.3,Swallow,28,1
10.27,32.47,Swallow,32,1
10.28,25.73,Goose,89,1
10.3,-121.95,Eagle,93,1
10.3,-58.65,Stork,18,1
10.3,128.05,Warbler,85,1
10.31,-26.21,Swallow,41,1
10.32,-136.68,Warbler,15,1
10.34,83.49,Eagle,26,1
10.39,-124.35,Stork,27,1
10.41,146.73,Hawk,32,1
10.42,164.35,Warbler,72,1
10.43,-50.82,Warbler,2,1
10.43,11.01,Swallow,93,1
10.46,-0.02,Swallow,20,1
10.48,46.16,Hawk,13,1
10.49,-84.96,Hawk,46,1
10.52,-164.11,Swallow,31,1
10.54,137.69,Warbler,31,1
10.55,-51.05,Warbler,87,1
10.55,-32.49,Crane,89,1
10.6,102.02,Warbler,86,1
10.61,-28.39,Stork,67,1
10.61,166.11,Eagle,17,1
10.62,56.02,Swallow,12,1
10.65,-134.49,Eagle,49,1
10.65,21.47,Swallow,9,1
10.65,147.32,Crane,25,1
10.66,3.4,Warbler,6,1
10.68,79.33,Warbler,42,1
10.69,-156.21,Warbler,33,1
10.69,-32.2,Crane,36,1
10.71,139.73,Swallow,42,1
10.72,11.64,Hawk,38,1
10.73,1.28,Warbler,65,1
10.73,121.49,Hawk,69,1
10.78,-73.64,Warbler,32,1
10.8,-82.64,Stork,15,1
10.8,4.75,Eagle,11,1
10.83,155.91,Swallow,32,1
10.83,175.26,Eagle,53,1
10.85,54.04,Swallow,84,1
10.86,-8.77,Stork,72,1
10.87,-61.02,Swallow,52,1
10.88,-90.07,Swallow,53,1
10.88,21.62,Stork,13,1
10.92,-38.23,Eagle,40,1
10.92,56.61,Warbler,96,1
10.95,14.42,Warbler,70,1
10.95,119.7,Warbler,57,1
10.96,-36.24,Crane,32,1
10.97,-143.28,Warbler,29,1
11.01,-78.38,Swallow,69,1
11.04,-141.78,Swallow,27,1
11.07,-19.65,Swallow,36,1
11.11,-126.03,Goose,79,1
11.16,-168.37,Eagle,72,1
11.16,-88.5,Eagle,70,1
11.27,-75.81,Hawk,1,1
11.3,24.94,Eagle,7,1
11.31,-103.26,Swallow,59,1
11.32,-116.59,Goose,34,1
11.35,48.16,Warbler,70,1
11.35,104.59,Goose,90,1
11.39,-153.94,Eagle,64,1
11.39,-40.07,Hawk,93,1
11.4,6.59,Hawk,80,1
11.41,-112.17,Swallow,42,1
11.43,-42.14,Crane,26,1
11.47,-132.35,Hawk,60,1
11.49,46.36,Stork,43,1
11.5,76.82,Warbler,29,1
11.53,-139.63,Stork,33,1
11.55,118.91,Swallow,34,1
11.58,120.4,Eagle,90,1
11.59,-80.94,Warbler,98,1
11.6,-148.31,Crane,8,1
11.6,85.57,Swallow,67,1
11.61,-147.78,Crane,58,1
11.62,161.07,Swallow,1,1
11.64,-31.19,Eagle,62,1
11.65,44.2,Warbler,96,1
11.66,-148.58,Goose,20,1
11.66,48.54,Swallow,44,1
11.69,-164.82,Crane,94,1
11.69,-102.19,Swallow,14,1
11.73,-130.88,Hawk,60,1
11.73,158.36,Hawk,80,1
11.81,-123.24,Hawk,30,1
11.85,175.22,Stork,31,1
11.88,27.14,Goose,80,1
11.9,109.06,Warbler,26,1
11.91,-169.38,Warbler,56,1
11.91,-124.42,Hawk,46,1
11.95,-31.27,Goose,28,1
11.96,-120.33,Hawk,34,1
11.96,95.38,Warbler,48,1
11.97,-75.83,Stork,59,1
11.97,-40.12,Warbler,87,1
11.97,121.75,Goose,87,1
11.99,-88.71,Swallow,46,1
11.99,30.83,Warbler,83,1
12.05,-21.12,Crane,46,1
12.06,-48.31,Eagle,60,1
12.06,-31.36,Stork,80,1
12.08,105.75,Goose,45,1
12.09,-8.25,Stork,17,1
12.14,-4.09,Warbler,51,1
12.14,33.19,Crane,55,1
12.17,-27.85,Eagle,99,1
12.18,-134.03,Swallow,2,1
12.2,-109.75,Eagle,72,1
12.2,-90.75,Warbler,85,1
12.2,2.3,Stork,97,1
12.21,-171.77,Warbler,17,1
12.22,5.76,Hawk,54,1
12.26,-25.43,Hawk,6,1
12.26,73.13,Goose,6,1
12.26,163.26,Eagle,61,1
12.26,167.74,Crane,53,1
12.3,-39.89,Stork,78,1
12.3,101.38,Crane,20,1
12.36,-30.57,Eagle,56,1
12.37,-60.96,Warbler,90,1
12.41,-114.24,Crane,3,1
12.42,136.54,Hawk,42,1
12.45,-37.58,Hawk,23,1
12.46,-122.03,Eagle,61,1
12.46,-117.14,Warbler,41,1
12.46,105.05,Goose,49,1
12.47,-131.57,Swallow,48,1
12.47,-103.06,Swallow,26,1
12.49,-151.56,Stork,54,1
12.5,11.75,Eagle,22,1
12.52,146.9,Goose,16,1
12.54,-8.13,Eagle,79,1
12.56,-178.66,Warbler,37,1
12.56,-54.51,Warbler,68,1
12.59,-18.77,Crane,25,1
12.62,-87.57,Hawk,63,1
12.63,-46.42,Crane,95,1
12.68,-112.38,Goose,68,1
12.74,74.3,Warbler,53,1
12.77,-79.48,Goose,57,1
12.82,156.34,Warbler,52,1
12.84,-100.01,Crane,92,1
12.89,-49.29,Hawk,68,1
12.89,-36.92,Crane,53,1
12.91,-136.24,Warbler,37,1
12.91,-123.3,Eagle,80,1
12.92,88.2,Crane,45,1
12.95,41.46,Hawk,24,1
12.96,-0.61,Eagle,52,1
12.96,37.41,Stork,96,1
12.96,65.9,Crane,75,1
13.0,-134.09,Hawk,58,1
13.02,-73.34,Warbler,82,1
13.02,-39.02,Swallow,31,1
13.02,-35.15,Stork,59,1
13.04,147.74,Crane,22,1
13.04,152.89,Swallow,11,1
13.05,-53.44,Goose,6,1
13.05,120.12,Goose,57,1
13.06,-58.89,Warbler,61,1
13.08,-5.26,Goose,69,1
13.1,-26.72,Goose,24,1
13.1,5.72,Warbler,96,1
13.16,-94.9,Swallow,72,1
13.17,-91.27,Eagle,74,1
13.18,-139.5,Swallow,8,1
13.2,-48.64,Hawk,89,1
13.2,137.09,Crane,61,1
13.22,56.67,Goose,94,1
13.24,-154.46,Swallow,34,1
13.25,-130.78,Stork,83,1
13.26,154.7,Hawk,85,1
13.29,134.79,Hawk,88,1
13.33,-49.23,Hawk,38,1
13.35,94.38,Hawk,66,1
13.36,141.04,Goose,43,1
13.37,-143.77,Swallow,1,1
13.38,129.66,Warbler,80,1
13.39,-87.95,Stork,54,1
13.39,-21.3,Hawk,5,1
13.42,-100.22,Crane,33,1
13.48,-147.41,Crane,27,1
13.5,144.49,Warbler,31,1
13.57,31.22,Hawk,50,1
13.59,-124.65,Warbler,87,1
13.6,146.51,Warbler,88,1
13.6,171.71,Warbler,67,1
13.61,46.6,Goose,68,1
13.63,-171.14,Crane,41,1
13.67,-141.23,Goose,86,1
13.74,-60.94,Swallow,68,1
13.75,28.19,Stork,77,1
13.78,-77.46,Crane,56,1
13.78,177.41,Warbler,17,1
13.81,-152.77,Goose,75,1
13.82,-134.64,Warbler,90,1
13.85,120.96,Warbler,8,1
13.86,77.95,Eagle,19,1
13.89,-62.64,Crane,94,1
13.92,-106.74,Crane,46,1
13.94,94.86,Hawk,57,1
13.95,-106.21,Hawk,45,1
13.95,9.74,Eagle,24,1
13.98,-76.48,Hawk,94,1
13.98,132.77,Eagle,36,1
13.98,165.22,Stork,34,1
14.0,-102.1,Crane,70,1
14.0,-98.85,Swallow,21,1
14.02,-133.75,Eagle,83,1
14.02,-109.52,Eagle,93,1
14.05,-167.35,Crane,42,1
14.07,-114.85,Hawk,78,1
14.07,-76.78,Warbler,96,1
14.08,133.3,Goose,59,1
14.08,146.03,Swallow,23,1
14.11,101.09,Eagle,24,1
14.16,-170.57,Swallow,21,1
14.16,-163.37,Hawk,54,1
14.16,-120.44,Goose,69,1
14.16,23.38,Goose,88,1
14.18,-145.59,Warbler,75,1
14.19,-64.81,Warbler,50,1
14.24,5.94,Swallow,13,1
14.25,-110.37,Warbler,80,1
14.26,93.08,Hawk,42,1
14.28,-15.22,Stork,36,1
14.28,35.49,Warbler,23,1
14.28,44.74,Crane,29,1
14.28,55.48,Goose,9,1
14.28,100.07,Warbler,46,1
14.29,-121.4,Eagle,12,1
14.29,-63.5,Goose,55,1
14.3,139.59,Goose,47,1
14.31,-72.03,Goose,48,1
14.32,-166.74,Swallow,3,1
14.33,118.18,Swallow,70,1
14.35,-84.17,Warbler,1,1
14.35,119.29,Hawk,14,1
14.36,-119.27,Crane,77,1
14.38,-112.68,Goose,28,1
14.39,11.54,Eagle,43,1
14.39,43.51,Goose,4,1
14.4,60.61,Swallow,28,1
14.4,161.38,Warbler,12,1
14.43,61.23,Hawk,67,1
14.45,35.21,Warbler,74,1
14.46,-162.97,Goose,73,1
14.47,-7.09,Hawk,25,1
14.49,158.05,Goose,15,1
14.51,-133.8,Stork,59,1
14.51,44.85,Stork,5,1
14.52,-90.01,Warbler,43,1
14.59,56.26,Hawk,13,1
14.59,57.67,Hawk,77,1
14.6,-126.91,Stork,65,1
14.62,81.41,Swallow,30,1
14.65,-116.26,Warbler,95,1
14.66,111.36,Stork,14,1
14.67,-125.5,Eagle,62,1
14.67,65.39,Swallow,39,1
14.68,132.22,Stork,53,1
14.69,166.28,Warbler,40,1
14.7,-67.84,Hawk,35,1
14.73,90.56,Eagle,13,1
14.76,55.61,Goose,70,1
14.77,91.85,Crane,64,1
14.79,-94.43,Hawk,65,1
14.83,-12.87,Stork,74,1
14.89,96.47,Eagle,40,1
14.91,-31.5,Hawk,67,1
14.91,169.7,Stork,63,1
14.94,33.48,Warbler,22,1
14.95,-162.99,Stork,51,1
14.95,8.53,Goose,33,1
14.96,166.93,Swallow,83,1
14.98,-95.02,Warbler,5,1
14.99,-108.35,Eagle,44,1
15.0,140.89,Warbler,95,1
15.03,-28.48,Warbler,33,1
15.03,16.16,Stork,85,1
15.03,47.61,Hawk,84,1
15.05,106.29,Stork,76,1
15.06,56.92,Stork,9,1
15.08,-127.92,Swallow,38,1
15.08,-115.14,Stork,83,1
15.09,175.35,Hawk,94,1
15.1,34.95,Goose,42,1
15.1,117.01,Goose,89,1
15.11,-88.14,Eagle,45,1
15.15,68.05,Goose,85,1
15.16,-39.93,Hawk,21,1
15.17,-115.61,Stork,4,1
15.2,-55.64,Stork,84,1
15.21,132.88,Crane,11,1
15.24,161.46,Crane,1,1
15.26,-80.52,Eagle,26,1
15.26,112.44,Stork,50,1
15.28,73.21,Hawk,55,1
15.29,40.89,Swallow,85,1
