Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B6042,Crane,Africa,Wetland,Foggy,Breeding,37.93434728,116.0530923,67.47612059,156.6640273,2367.42,51.6,53.35,9767,645,9.9,59.1,59,972.8,5.5,No,48,-58.8,Mar,Mar,4,7,Satellite,No,328,Low,Fair,No,Predator,Researcher_A,27,Failed,No,28,1,Moderate
B6045,Crane,Australia,Urban,Windy,Climate Change,-19.18479838,-145.3196271,-66.07615084,58.31883151,2453.29,51.6,53.79,8942,229,-2.3,56.9,94,991.9,1.2,No,85,-57.8,Sep,Mar,10,6,Radio,No,263,High,Excellent,No,Storm,Researcher_A,25.7,Failed,Yes,53,33,Moderate
B7575,Goose,Africa,Urban,Foggy,Breeding,48.43181773,136.6339763,50.22336064,39.82812383,3048.33,51.6,40.69,2960,290,34.9,45.8,43,958.2,7.8,Yes,97,-61.3,Oct,Oct,1,5,Satellite,No,352,Medium,Good,Yes,Predator,Researcher_B,7.8,Failed,No,117,43,Moderate
B7694,Swallow,Australia,Wetland,Clear,Feeding,-52.65122638,137.1078102,-31.49704951,164.2899941,2244.55,51.6,51.49,9777,574,31.7,22.2,43,1012.5,19,Yes,51,-66,Apr,Apr,2,9,Radio,No,93,High,Good,No,Predator,Researcher_A,17.7,Failed,Yes,102,11,Moderate
B7803,Hawk,North America,Urban,Rainy,Climate Change,52.06874185,151.5687566,-12.67583715,-72.59258338,2616.83,51.6,38.71,7051,732,10.4,12.3,79,975.1,2.8,No,58,-62,Jan,Dec,14,0,Radio,No,394,Medium,Good,Yes,Injury,Researcher_C,25.6,Successful,Yes,20,46,Moderate
B4800,Stork,Europe,Coastal,Rainy,Feeding,76.80885571,-150.9866183,-47.77362249,130.3527351,2810.99,51.6,49.2,7438,211,-0.1,50.6,60,1034.6,12.2,Yes,87,-55,Oct,Dec,13,9,GPS,Yes,174,Medium,Fair,No,Predator,Researcher_C,13.8,Failed,Yes,8,6,High
B10214,Stork,South America,Urban,Foggy,Breeding,-5.933664851,-60.66440874,77.60223147,-90.95595151,2852.78,51.6,52.79,6213,395,-2.4,41,14,1028.9,7,No,48,-64.8,Jan,Jun,1,3,GPS,No,477,High,Fair,Yes,Lost Signal,Researcher_A,6.4,Failed,No,20,52,High
B9176,Hawk,Australia,Grassland,Foggy,Breeding,-69.09566614,57.74471957,-79.13228109,-76.96744142,2876.41,51.6,36.31,8073,512,1.9,20.5,36,958.8,9.1,Yes,95,-59,Jan,Oct,6,8,Radio,Yes,342,High,Fair,Yes,Storm,Researcher_A,19,Successful,No,59,5,High
B5544,Stork,South America,Grassland,Windy,Avoid Predators,52.07072077,124.6296012,76.9443229,-87.86291856,3095.37,51.6,44.34,6343,336,5.7,37.1,64,983.8,6,No,42,-93.9,Oct,Mar,12,5,Satellite,No,158,Low,Fair,Yes,Storm,Researcher_A,22.7,Failed,No,23,97,High
B10524,Swallow,Europe,Mountain,Foggy,Climate Change,87.6559089,-53.85401506,85.38245827,-25.45025806,1795.35,51.6,56.28,2475,743,23.8,49.9,51,965.1,16.7,Yes,66,-56,May,Nov,5,9,Radio,Yes,122,Medium,Poor,No,Predator,Researcher_B,23.5,Failed,Yes,44,24,Low
B10609,Crane,Africa,Forest,Rainy,Avoid Predators,-65.50561721,28.59325883,79.35447639,-147.690794,2458.49,51.6,49.41,9657,297,7.4,29.8,19,1025.9,16.7,Yes,57,-59.6,Nov,Mar,7,8,GPS,Yes,56,Low,Poor,Yes,Lost Signal,Researcher_B,20.8,Failed,Yes,85,19,Low
B10890,Hawk,Africa,Urban,Foggy,Avoid Predators,-32.29519017,41.33245998,-49.65498179,96.48019914,3736.76,51.6,40.95,1199,731,0,54.7,37,989.5,14.5,Yes,67,-76.7,Jan,Mar,8,2,GPS,No,234,Low,Fair,Yes,Predator,Researcher_A,29.3,Successful,Yes,26,64,Moderate
B2936,Eagle,Africa,Mountain,Foggy,Feeding,1.164817927,-101.9379904,81.40293516,74.91587688,1804.31,51.7,44.17,1686,791,21.7,23.3,16,957.5,15.9,No,50,-71,Jan,Oct,13,6,Satellite,Yes,152,High,Good,Yes,Injury,Researcher_C,23.4,Successful,Yes,46,71,High
B2266,Crane,South America,Coastal,Foggy,Feeding,56.73737301,5.533601321,8.897687252,96.90053432,1907.35,51.7,51.23,7034,121,15.7,11.1,40,1008.5,1.7,No,68,-51.4,Mar,Nov,7,0,GPS,No,192,Low,Good,No,Predator,Researcher_C,29.9,Failed,Yes,104,15,High
B2373,Hawk,Australia,Wetland,Foggy,Avoid Predators,-45.45717513,-102.3806849,-24.94455363,7.400298746,1949.31,51.7,51.38,4681,845,-3.4,24.1,73,1046.5,15.3,No,77,-75.5,Mar,Dec,6,7,Satellite,Yes,185,High,Good,No,Injury,Researcher_C,27.6,Successful,Yes,3,62,Low
B2670,Hawk,Asia,Wetland,Rainy,Climate Change,-53.67526514,146.2911253,35.20271437,-118.1040898,2159.63,51.7,45.03,5726,428,13.9,53.3,72,967.9,7.4,No,17,-73.9,Jan,Apr,2,3,Radio,Yes,2,Medium,Fair,No,N/A,Researcher_C,7,Failed,Yes,96,55,Moderate
B10445,Eagle,Europe,Forest,Stormy,Avoid Predators,63.57313297,82.81306639,22.91856508,0.917492144,2128.69,51.7,47.65,2773,483,-4,28.4,43,1015.1,7.6,Yes,35,-78.2,May,Mar,1,3,Radio,Yes,168,High,Good,No,Predator,Researcher_C,24.2,Successful,No,86,29,Low
B3234,Crane,Asia,Mountain,Foggy,Climate Change,23.26290761,-39.67454935,41.72196,-140.4227784,2110.4,51.7,44.94,2519,636,29.3,20.6,26,977.8,1.4,Yes,91,-81.4,Oct,Apr,2,5,Satellite,Yes,399,Medium,Poor,Yes,Storm,Researcher_C,8.3,Failed,Yes,14,40,Moderate
B3252,Goose,North America,Grassland,Stormy,Climate Change,-74.26766054,-7.469943759,-26.86690606,-135.6007626,2643.76,51.7,44.21,5246,504,6.3,41.1,91,981.6,15,No,74,-71.9,Oct,Jun,10,4,GPS,No,350,Low,Poor,No,N/A,Researcher_A,26.5,Successful,No,50,25,Low
B3587,Crane,Asia,Wetland,Foggy,Feeding,-26.11724466,-2.17674963,64.1977697,-109.5794015,2116.88,51.7,43.34,5702,207,17.7,34.8,69,987,8.3,No,79,-75.9,Oct,Nov,13,6,GPS,No,228,High,Poor,Yes,Lost Signal,Researcher_C,14.5,Successful,Yes,74,79,High
B3877,Crane,Asia,Wetland,Stormy,Avoid Predators,-68.95217119,-67.57723133,80.43939035,-9.254118327,2637.96,51.7,49.3,5436,528,-1.2,39,46,996,3.4,Yes,19,-65.1,Jan,Nov,12,8,Radio,No,232,Low,Fair,Yes,N/A,Researcher_B,20.3,Successful,Yes,96,74,High
B3913,Crane,Asia,Mountain,Clear,Climate Change,-33.35182498,167.1842526,20.28687006,50.55431268,2970.44,51.7,60.54,7884,719,6.3,30.3,85,1043.8,15.3,No,36,-72.6,May,May,10,2,Radio,No,280,Medium,Fair,No,Injury,Researcher_C,6.4,Failed,No,99,71,High
B4686,Swallow,North America,Urban,Stormy,Avoid Predators,84.14174173,-27.19584191,-68.12415496,-133.9347048,1475.7,51.7,47.4,2605,617,-1.1,4.7,14,974.8,11,Yes,17,-75.1,May,Jun,6,6,GPS,No,419,Low,Fair,No,Predator,Researcher_A,26,Successful,No,95,66,Moderate
B5031,Swallow,Europe,Forest,Rainy,Breeding,-15.18872645,-145.4830649,70.05319409,44.48359076,2921.38,51.7,50.4,3511,421,9.4,1.3,51,1015.4,18.9,No,99,-75.9,Mar,Mar,9,3,GPS,No,233,Medium,Good,Yes,Predator,Researcher_B,9,Successful,Yes,103,17,Moderate
B10791,Stork,Africa,Wetland,Clear,Avoid Predators,64.29827269,-5.92457281,41.99348678,177.1003462,2452.52,51.7,60.79,7357,307,17.6,49.8,95,1026.4,1.9,Yes,75,-59.6,Jan,Nov,2,9,Satellite,Yes,43,High,Good,Yes,Lost Signal,Researcher_A,29.9,Successful,No,96,89,Low
B5673,Goose,Asia,Coastal,Foggy,Climate Change,-33.98159308,-76.59994779,10.62575948,-50.40591429,2091.04,51.7,49.85,7820,821,-7.3,1.7,35,1024.5,5,Yes,40,-68.2,Feb,Mar,14,6,GPS,Yes,22,Medium,Poor,No,Lost Signal,Researcher_B,25.1,Failed,No,91,23,Low
B5567,Eagle,Europe,Mountain,Foggy,Breeding,-55.81555741,-99.23022006,24.03478555,-118.3744946,2496.76,51.7,50.46,5333,368,34.8,1,21,1012.8,17.5,No,71,-62,Jan,Nov,11,0,Radio,Yes,394,High,Excellent,Yes,N/A,Researcher_B,26.1,Failed,Yes,20,87,High
B6077,Crane,Asia,Mountain,Rainy,Breeding,41.98201162,109.5824886,55.62781003,-25.05055847,2373.48,51.7,50.36,9782,637,0.7,38,55,998.5,2.3,No,69,-67.6,Mar,Oct,2,0,GPS,No,400,Medium,Good,No,Predator,Researcher_B,11.4,Successful,Yes,98,69,Low
B6231,Swallow,Africa,Wetland,Rainy,Climate Change,73.59456325,-169.3880627,-46.21352445,-11.63179912,3441.35,51.7,40.74,2668,861,4.9,46.5,89,1033.3,19.2,Yes,89,-78.8,Sep,May,10,9,GPS,No,450,Low,Poor,No,Injury,Researcher_B,25,Successful,Yes,36,22,Low
B6253,Swallow,Australia,Wetland,Clear,Climate Change,42.44755843,-43.12586216,39.42662115,23.73117183,2059.19,51.7,58.96,8968,101,26.8,25.3,37,983.3,17,Yes,86,-71.2,Jan,Apr,3,4,GPS,Yes,224,Low,Fair,No,Storm,Researcher_C,29.7,Failed,Yes,5,67,High
B10187,Stork,North America,Mountain,Foggy,Avoid Predators,-80.56010253,-100.9030486,72.18512058,-45.65844834,2603.2,51.7,49.68,7118,314,11.3,1.5,73,1043.9,10.9,No,89,-77.5,Nov,Dec,1,9,Satellite,Yes,337,Low,Fair,Yes,Storm,Researcher_B,24.3,Successful,No,71,63,Low
B8627,Eagle,North America,Forest,Stormy,Climate Change,-71.02186325,29.4487598,-45.08189631,41.54813835,2551.61,51.7,53.17,8690,877,7.9,44.4,24,1012.1,8,No,52,-45.5,Mar,Dec,12,0,Satellite,Yes,267,Low,Good,Yes,Lost Signal,Researcher_B,26.8,Failed,Yes,119,52,High
B9025,Stork,Asia,Mountain,Windy,Climate Change,47.21070322,-10.76197158,72.04026261,-159.3673632,2627.16,51.7,58.07,2081,315,2.8,2.4,70,966.4,13.4,Yes,80,-69.7,May,Mar,8,3,Radio,Yes,403,Medium,Fair,Yes,Predator,Researcher_C,12,Successful,No,114,1,Low
B6756,Goose,Australia,Mountain,Windy,Climate Change,-56.55556922,166.448279,-40.06234253,-129.7193687,2110.71,51.7,48.93,7395,511,-2.5,49.5,43,955.7,8.3,Yes,42,-71.8,Jan,Apr,7,4,Radio,No,424,Low,Good,Yes,N/A,Researcher_C,14.3,Successful,No,64,27,High
B6787,Goose,Africa,Urban,Foggy,Breeding,59.27120923,-24.0397069,-15.83734813,142.3313694,2628.62,51.7,40.22,7293,178,12.3,50,57,1005.5,20,No,93,-69.5,Oct,Mar,3,1,Satellite,No,411,High,Good,No,Lost Signal,Researcher_A,15.3,Failed,Yes,27,71,High
B6904,Crane,North America,Grassland,Stormy,Avoid Predators,-63.45102346,-14.38125151,-74.3998073,-50.98592063,2574.43,51.7,51.72,2265,339,4,21.3,91,1028.8,4.7,Yes,52,-62.7,Feb,Jun,4,4,GPS,No,210,Low,Poor,No,Storm,Researcher_B,19.8,Successful,Yes,33,47,Moderate
B7098,Goose,Australia,Mountain,Clear,Breeding,22.74778734,95.04266115,-70.46037074,-9.44608093,2082.27,51.7,51.29,1213,619,26.6,24.4,80,1000.1,3.1,No,89,-63.6,May,Mar,8,3,Radio,No,152,High,Fair,No,Predator,Researcher_A,10.2,Successful,Yes,22,39,Low
B7133,Swallow,North America,Urban,Rainy,Feeding,29.30596852,78.96812828,-21.54008089,84.03641312,2011.83,51.7,51.78,6708,619,19.9,3.3,44,1011.8,17.1,Yes,26,-80,Sep,Apr,2,7,GPS,No,176,Low,Good,No,N/A,Researcher_B,7.2,Successful,No,96,59,High
B7212,Hawk,Africa,Wetland,Stormy,Climate Change,9.740408776,-75.00984406,79.00636045,41.85096813,3283.88,51.7,47.45,5859,187,-5.3,5.2,48,994.2,1.1,No,21,-56.6,May,Apr,10,9,GPS,Yes,366,Medium,Excellent,Yes,Injury,Researcher_C,17.3,Failed,No,29,23,Moderate
B7371,Hawk,Africa,Urban,Foggy,Feeding,10.40640369,146.7339475,-16.07922604,-11.48224028,2995.1,51.7,49.19,4714,262,34.5,9.4,78,1035.4,10.8,No,24,-72.4,Oct,Nov,14,7,Satellite,No,234,Low,Excellent,No,Predator,Researcher_C,23.4,Failed,No,4,32,Low
B7765,Crane,North America,Forest,Stormy,Climate Change,-52.36476128,-10.37363761,63.43224176,-145.4545366,1797.5,51.7,43.48,1317,588,-6,37.1,13,1042.5,7.5,Yes,37,-75.2,Apr,Nov,11,7,Radio,Yes,330,Medium,Poor,No,Lost Signal,Researcher_C,21.4,Failed,No,40,74,Moderate
B8095,Swallow,Australia,Wetland,Windy,Feeding,-2.707058582,57.90641356,-69.65815424,178.2528767,2826.59,51.7,43.23,6774,417,6.3,52,44,1013.9,19.1,No,69,-64.9,Mar,Nov,12,2,GPS,Yes,27,Medium,Poor,Yes,Lost Signal,Researcher_C,10.7,Failed,Yes,88,17,Low
B8216,Warbler,Australia,Grassland,Clear,Avoid Predators,1.518225772,106.0710041,12.35918531,-6.42686535,1589.21,51.7,55.36,8359,724,3.6,48,82,1028,19,Yes,55,-80.2,Sep,Jun,9,6,GPS,No,213,Medium,Excellent,No,N/A,Researcher_A,29.5,Failed,Yes,28,33,Low
B8250,Swallow,North America,Forest,Windy,Feeding,80.53165554,-110.6683032,-35.06458853,-53.93511845,2639.69,51.7,43.1,7447,164,22.5,53.8,89,991.4,5.7,No,40,-71.4,Nov,Jun,7,2,Satellite,Yes,13,Low,Poor,No,Injury,Researcher_B,6.4,Failed,Yes,115,97,Low
B8384,Crane,Europe,Forest,Clear,Feeding,21.95457046,-134.7188499,77.04568458,17.51986171,2498.4,51.7,51.81,5889,115,13.9,6.5,12,1021.5,3.7,No,40,-78.9,Apr,Dec,8,1,Radio,No,104,Medium,Good,Yes,Predator,Researcher_B,28,Successful,No,10,91,Low
B8999,Hawk,North America,Coastal,Rainy,Feeding,-73.43701478,163.2570434,-38.69312082,178.9720511,1712.94,51.7,48.72,6194,314,8.4,23.1,94,1012.9,6.2,No,65,-82.8,Mar,Jun,2,4,Satellite,No,21,High,Excellent,No,Storm,Researcher_C,21.1,Failed,No,95,73,Moderate
B8183,Stork,North America,Coastal,Clear,Breeding,58.62075486,-137.4462851,-83.64551325,-95.24803891,2979.37,51.7,53.81,4749,478,11.4,34.4,20,1004.8,17,Yes,73,-70.3,May,Dec,9,6,GPS,No,326,Medium,Good,Yes,Lost Signal,Researcher_A,10,Failed,No,53,28,Low
B9372,Swallow,Africa,Forest,Rainy,Feeding,73.27806506,49.0023565,-60.91991422,124.1201016,2708.73,51.7,48.32,7694,150,25.2,51.5,71,1020.6,10,Yes,49,-68.4,Apr,Jun,6,4,GPS,No,260,Medium,Fair,No,Injury,Researcher_A,14.1,Successful,No,65,62,Low
B4038,Eagle,Asia,Grassland,Clear,Feeding,-48.54370432,97.56594173,44.50533847,177.5014627,3130.65,51.7,49.89,7663,610,13.2,54.2,24,1003.5,9.9,No,93,-56.4,May,May,5,7,Radio,Yes,58,High,Fair,No,Lost Signal,Researcher_C,20.4,Failed,No,63,8,Moderate
B10522,Warbler,Asia,Coastal,Rainy,Feeding,-29.13405688,141.0503092,-12.24625962,134.747777,2582.9,51.7,48.58,9184,343,33.4,9.4,18,1012.1,5.8,No,47,-80.1,May,Oct,10,2,Radio,Yes,4,Low,Fair,Yes,Predator,Researcher_A,22.1,Successful,No,39,80,Low
B10831,Goose,Australia,Urban,Foggy,Avoid Predators,75.52947185,103.5882339,-66.69469432,121.3852933,2078.8,51.7,43.03,5984,421,8.1,23,72,973.6,19.9,Yes,93,-55.1,May,Apr,5,5,Satellite,Yes,209,Low,Fair,No,Storm,Researcher_C,21.4,Failed,Yes,33,44,High
B10922,Goose,South America,Urban,Clear,Climate Change,71.35438262,161.1734056,78.79450128,172.0150555,1865.87,51.7,56.47,9307,476,-9.8,24,21,959.7,1.9,No,60,-62.7,Feb,Jun,10,9,GPS,No,451,Low,Fair,Yes,Injury,Researcher_C,8.1,Failed,Yes,23,35,Low
B1274,Warbler,Asia,Mountain,Stormy,Feeding,-59.93729516,-38.77466928,36.10561948,81.88516417,2031.91,51.8,48.85,2624,341,31.5,56.4,27,964.9,8.8,No,94,-43.1,Mar,Mar,5,5,Radio,No,144,High,Fair,Yes,N/A,Researcher_A,23.8,Successful,No,104,74,Moderate
B1306,Warbler,South America,Wetland,Rainy,Breeding,-4.125486485,-0.632299692,68.67084131,36.01036798,2327.52,51.8,54.74,3632,569,-1.7,21.2,82,1039.1,13.9,Yes,96,-75.4,Sep,Apr,1,9,Satellite,Yes,446,Low,Poor,Yes,Lost Signal,Researcher_C,20,Successful,No,70,72,High
B1772,Stork,Africa,Mountain,Clear,Climate Change,-47.15758586,-81.60496297,-51.12142053,36.4069545,1671.14,51.8,52.1,3306,720,-1.9,5.4,19,1023.3,6.2,Yes,76,-61.3,Mar,Nov,10,9,Satellite,No,3,Low,Excellent,Yes,Injury,Researcher_B,22.4,Failed,Yes,79,29,Moderate
B1625,Swallow,Europe,Forest,Foggy,Feeding,-62.84459061,54.22280955,-50.61462282,47.00870595,2380.22,51.8,58,4710,448,22.3,25.4,23,1039.8,7.6,Yes,60,-73.7,May,Oct,4,7,Satellite,Yes,419,High,Excellent,No,Injury,Researcher_A,15.2,Failed,Yes,35,3,Moderate
B1694,Crane,Europe,Grassland,Windy,Avoid Predators,72.10192236,-126.1443279,-59.60910874,21.29736364,2644.77,51.8,54.46,4002,445,23.8,35.8,70,1002.4,18.2,No,29,-79.3,May,Mar,11,5,Radio,No,451,Low,Good,No,Lost Signal,Researcher_B,15.7,Failed,No,101,69,Moderate
B2542,Swallow,Australia,Mountain,Rainy,Feeding,-40.36999483,-90.8445486,-19.84612265,-96.65333671,1328.68,51.8,50.14,1997,564,31.8,46.2,69,980.7,6.9,Yes,32,-72.3,Feb,Oct,4,1,Radio,Yes,304,Medium,Fair,Yes,Injury,Researcher_A,21,Failed,Yes,9,96,Low
B5679,Eagle,North America,Urban,Windy,Avoid Predators,-47.21340889,-76.77419285,40.60643981,-84.76515291,2094,51.8,61.78,7988,779,28.3,16.9,74,962,9.1,Yes,48,-56.9,Sep,May,1,9,Radio,Yes,207,High,Poor,No,N/A,Researcher_C,24.8,Failed,No,111,83,Moderate
B7362,Stork,South America,Forest,Foggy,Avoid Predators,-47.58588773,-47.28785174,45.50878172,-44.23050257,2124.81,51.8,51.16,5749,303,26.3,27.8,50,1032.9,15.8,Yes,99,-63.8,May,May,11,5,Satellite,No,315,Low,Good,No,Storm,Researcher_C,9.8,Successful,Yes,101,23,Moderate
B6234,Stork,South America,Forest,Rainy,Breeding,50.98043938,-170.6291898,-8.759677817,-128.7655424,2242.42,51.8,58.4,4792,715,33.6,27.8,42,1000.1,19.4,No,55,-73,Nov,Jun,7,3,Satellite,Yes,298,Low,Fair,No,Injury,Researcher_B,28.4,Successful,No,83,26,Low
B4139,Goose,Africa,Urban,Rainy,Avoid Predators,48.54541518,-1.466271808,46.10521314,-36.8854271,2625.02,51.8,55.05,2251,899,29.8,2.6,63,962.4,11.7,No,65,-63.5,Mar,Oct,1,4,Radio,No,15,Low,Fair,No,Predator,Researcher_A,26.8,Failed,Yes,97,26,Low
B4429,Swallow,Europe,Mountain,Foggy,Feeding,-71.02920466,-91.91104033,68.50966059,122.1432042,2016.8,51.8,50.33,2825,576,10.6,16.8,14,1014.3,14.5,No,34,-44.3,Mar,Dec,11,5,GPS,No,478,High,Fair,No,Lost Signal,Researcher_B,7.4,Failed,Yes,44,13,High
B4846,Hawk,South America,Urban,Rainy,Climate Change,77.16139315,19.10241997,17.54708923,-149.583179,1982.2,51.8,55.56,3520,884,-8,4.7,85,967.9,7.5,No,15,-81.1,Apr,Mar,8,4,Satellite,Yes,150,High,Good,Yes,Lost Signal,Researcher_B,29,Failed,No,20,22,High
B4758,Stork,Australia,Coastal,Clear,Breeding,-70.71633323,4.419709821,-8.569555143,24.76076985,2417.86,51.8,50.48,9317,746,2.6,19.1,29,1018.6,18.3,Yes,28,-56.4,Sep,Apr,12,1,GPS,Yes,84,Low,Good,Yes,Injury,Researcher_B,8.9,Successful,No,101,80,Moderate
B5124,Goose,North America,Grassland,Clear,Climate Change,81.8288465,157.8854034,53.73168021,69.10884752,2867.05,51.8,50.07,1925,623,-0.3,52.3,87,978.7,3.5,No,93,-69.6,Apr,Jun,4,8,Radio,Yes,430,Medium,Fair,Yes,Predator,Researcher_B,27.1,Failed,Yes,102,27,Moderate
B5716,Goose,North America,Urban,Stormy,Feeding,68.62379767,-115.478224,-62.59683342,-21.21637755,3378.43,51.8,49.37,8620,431,8.8,8.1,83,1021.8,6.8,Yes,18,-70.3,Apr,Apr,10,7,Satellite,Yes,425,Medium,Good,No,Lost Signal,Researcher_A,10.8,Failed,Yes,30,81,Moderate
B6349,Swallow,Asia,Mountain,Clear,Climate Change,-89.48582949,-121.9371691,40.56572001,84.22416807,3132.9,51.8,50.6,4710,369,-5.6,51.6,43,1037,13.9,Yes,73,-94.9,Sep,Apr,14,7,Satellite,No,472,Medium,Poor,Yes,Predator,Researcher_A,29.3,Successful,No,66,44,High
B6986,Hawk,South America,Coastal,Windy,Feeding,-74.12424238,-49.9284267,59.28142927,-29.69422695,1827.5,51.8,42.41,4714,179,-6.2,49.5,74,972.5,19.9,No,11,-88.6,Nov,Mar,6,6,Radio,No,165,High,Excellent,Yes,Predator,Researcher_A,5,Failed,No,105,42,High
B7056,Goose,North America,Coastal,Clear,Avoid Predators,-89.40907435,-176.8890959,6.271878197,-75.92300166,2842.09,51.8,50.35,6102,761,-7.9,37.3,46,1049.6,16.9,Yes,23,-56.5,May,Mar,10,7,Satellite,Yes,200,Low,Fair,Yes,Storm,Researcher_A,26.8,Failed,Yes,85,22,High
B7739,Swallow,South America,Grassland,Stormy,Breeding,-40.31217162,134.4655271,49.02551543,47.21835054,2615.07,51.8,51.52,5983,593,27.1,42.7,59,1041.9,2.7,Yes,68,-74.5,Nov,Dec,2,8,GPS,Yes,438,Low,Poor,No,N/A,Researcher_C,26.5,Failed,Yes,29,82,High
B8390,Swallow,Asia,Grassland,Rainy,Climate Change,50.00315992,-50.82304286,13.58635042,128.6529002,2784.01,51.8,40.77,5308,676,-0.6,7.8,39,985.8,16,Yes,17,-75.6,Nov,May,5,3,Satellite,No,474,Low,Fair,No,Predator,Researcher_C,28.1,Failed,No,40,42,Moderate
B8412,Hawk,Africa,Mountain,Stormy,Avoid Predators,-48.52591729,90.96626585,-76.15411167,-62.19797224,2835.94,51.8,50.46,8031,544,-9.9,49.5,91,985.1,17.5,Yes,38,-78.1,Mar,Oct,5,8,Satellite,Yes,69,Low,Fair,No,Storm,Researcher_C,12,Successful,No,100,14,High
B8750,Swallow,Asia,Forest,Foggy,Breeding,-33.94922745,150.6244298,-64.70684467,38.75008567,1679.22,51.8,53.07,3381,809,33.2,52.1,23,996.1,9.5,Yes,16,-74.6,Apr,Mar,5,8,Radio,Yes,205,High,Poor,Yes,Storm,Researcher_C,28.1,Successful,No,40,16,Low
B8829,Crane,Europe,Coastal,Windy,Feeding,32.4656204,-176.2175577,0.35251763,-159.1705047,2158.39,51.8,45.91,4035,280,-9.5,43.1,90,951.6,14.9,No,35,-74.2,Nov,Dec,2,5,Radio,No,349,Low,Good,Yes,N/A,Researcher_C,21.7,Failed,No,54,7,High
B8900,Crane,Europe,Wetland,Foggy,Feeding,-82.83974447,59.98583533,-46.06370152,172.7547618,2616.98,51.8,56.96,6725,285,-2.5,7.1,80,996.8,18.7,Yes,54,-59.5,Jan,Mar,12,2,Radio,Yes,273,Low,Good,No,Injury,Researcher_A,26.3,Successful,Yes,10,26,Moderate
B8990,Goose,Africa,Grassland,Stormy,Avoid Predators,84.55249481,175.6155861,-74.4272762,-37.89153065,2900.12,51.8,52.32,7552,749,7.3,48.3,59,956.4,17.8,No,79,-79.7,Mar,Nov,13,0,GPS,No,416,High,Fair,Yes,Injury,Researcher_A,10.4,Failed,Yes,115,42,Low
B9524,Goose,Australia,Coastal,Stormy,Climate Change,-25.95211842,-173.0416021,14.90068507,6.48138349,2466.74,51.8,52.74,3673,842,12.3,40.8,11,1011.3,7.9,Yes,15,-64.1,Sep,Mar,14,1,Radio,No,457,High,Fair,No,Lost Signal,Researcher_A,26.5,Failed,No,61,63,High
B8515,Stork,Europe,Forest,Clear,Climate Change,86.11934951,-67.71896166,86.94849071,-106.1323121,3061.21,51.8,46.26,2579,716,8.9,26.6,31,1002.7,19,Yes,91,-72.2,Sep,Oct,13,8,Radio,No,315,Medium,Fair,Yes,Storm,Researcher_C,18.8,Failed,No,23,64,High
B9965,Crane,Africa,Grassland,Foggy,Climate Change,29.62329458,-166.6000186,10.13952338,-104.2441797,2408.73,51.8,49.09,4124,566,25.1,40.5,92,1023.6,2.8,No,87,-79.6,Sep,May,9,0,Radio,Yes,54,High,Excellent,No,Injury,Researcher_B,7.1,Successful,No,101,65,High
B10483,Swallow,South America,Coastal,Rainy,Avoid Predators,-31.10115362,113.546916,39.39757876,159.3481793,3304.38,51.8,47.36,9970,722,-5,3.8,25,977.9,12.5,No,53,-84.5,Sep,Oct,1,1,Radio,Yes,12,Low,Excellent,No,Storm,Researcher_B,14.8,Successful,Yes,33,42,High
B10546,Hawk,North America,Grassland,Clear,Breeding,-48.49276659,6.862703183,-24.37221371,78.18636364,2730.24,51.8,53.46,3680,343,24.1,11.7,23,979.1,5.6,No,39,-78.2,Mar,Oct,12,3,Radio,Yes,66,Low,Fair,No,Predator,Researcher_C,15.2,Successful,Yes,75,36,Low
B10708,Warbler,Asia,Urban,Clear,Avoid Predators,22.4387269,152.4959839,-32.02487833,-6.25077304,3166.02,51.8,49.18,8378,384,25.2,37.6,31,980.5,2.9,Yes,72,-88.8,Apr,May,1,7,Radio,No,211,High,Good,No,Injury,Researcher_C,19.4,Successful,Yes,103,99,High
B10987,Crane,Asia,Coastal,Windy,Feeding,62.69855714,7.432035932,43.3544321,-167.1093728,1284.34,51.8,43.93,4686,667,30.5,46.5,92,975,11.8,Yes,78,-64,Oct,May,7,6,Satellite,Yes,358,High,Fair,No,Predator,Researcher_B,18.7,Successful,Yes,115,1,Low
B1192,Warbler,South America,Urban,Foggy,Climate Change,18.31854427,34.70422938,-27.31178201,-92.94032544,2050.91,51.9,48.86,4023,607,18.4,25.8,94,954.2,13.8,No,36,-76.2,May,Nov,3,3,Satellite,No,228,High,Poor,No,Lost Signal,Researcher_A,7.4,Successful,No,100,87,Moderate
